Turn,Avg_New_Infections,Avg_New_Recoveries,Avg_New_Deaths,Avg_Total_Infected,Avg_Total_Recoveries,Avg_Total_Deaths,Avg_Mask_Count - ,4802.35
100,54.64,50.04,5.47,3870.1,2496.21,331.06
101,53.13,51.29,5.74,3923.23,2547.5,336.8
102,52.26,50.21,5.4,3975.49,2597.71,342.2
103,51.63,50.51,5.4,4027.12,2648.22,347.6
104,51.79,49.05,5.59,4078.91,2697.27,353.19
105,52.26,49.21,5.3,4131.17,2746.48,358.49
106,51.06,49.61,5.55,4182.23,2796.09,364.04
107,50.12,49.83,5.2,4232.35,2845.92,369.24
108,49.51,49.25,4.91,4281.86,2895.17,374.15
109,48.58,50.29,5.16,4330.44,2945.46,379.31
110,49.13,49.52,5.04,4379.57,2994.98,384.35
111,47.55,47.84,5.41,4427.12,3042.82,389.76
112,47.37,48.7,5.53,4474.49,3091.52,395.29
113,47.28,47.95,5.16,4521.77,3139.47,400.45
114,46.54,49.5,5.5,4568.31,3188.97,405.95
115,44.67,49.06,5.36,4612.98,3238.03,411.31
116,44.67,48.5,5.02,4657.65,3286.53,416.33
117,43.12,49.52,5.68,4700.77,3336.05,422.01
118,43.85,49.2,5.35,4744.62,3385.25,427.36
119,42.02,48.09,4.86,4786.64,3433.34,432.22
120,41.75,48.82,4.31,4828.39,3482.16,436.53
121,40.37,47.9,4.81,4868.76,3530.06,441.34
122,39.2,47.11,4.35,4907.96,3577.17,445.69
123,38.51,46.24,4.48,4946.47,3623.41,450.17
124,39.19,46.67,4.76,4985.66,3670.08,454.93
125,38.93,47.37,4.8,5024.59,3717.45,459.73
126,38.72,45.91,4.71,5063.31,3763.36,464.44
127,39.2,45.49,3.97,5102.51,3808.85,468.41
128,36.62,44.47,4.23,5139.13,3853.32,472.64
129,35.6,43.47,4.12,5174.73,3896.79,476.76
130,34.83,44.29,4.29,5209.56,3941.08,481.05
131,34.0,42.37,4.45,5243.56,3983.45,485.5
132,33.27,42.61,4.31,5276.83,4026.06,489.81
133,32.29,42.6,3.77,5309.12,4068.66,493.58
134,31.92,41.78,4.08,5341.04,4110.44,497.66
135,29.73,40.08,3.58,5370.77,4150.52,501.24
136,30.49,40.11,3.56,5401.26,4190.63,504.8
137,28.74,39.15,3.75,5430.0,4229.78,508.55
138,27.58,39.75,3.6,5457.58,4269.53,512.15
139,26.96,38.13,3.66,5484.54,4307.66,515.81
140,26.05,37.57,3.48,5510.59,4345.23,519.29
141,25.42,36.72,3.01,5536.01,4381.95,522.3
142,24.45,35.1,3.18,5560.46,4417.05,525.48
143,23.66,34.46,3.24,5584.12,4451.51,528.72
144,22.22,35.2,2.89,5606.34,4486.71,531.61
145,21.55,34.99,3.13,5627.89,4521.7,534.74
146,20.91,34.82,3.08,5648.8,4556.52,537.82
147,19.72,35.11,3.15,5668.52,4591.63,540.97
148,19.02,32.89,2.88,5687.54,4624.52,543.85
149,17.39,31.98,3.12,5704.93,4656.5,546.97
150,16.74,31.42,2.7,5721.67,4687.92,549.67
151,15.75,30.81,2.63,5737.42,4718.73,552.3
152,14.93,30.16,2.59,5752.35,4748.89,554.89
153,14.96,29.01,2.55,5767.31,4777.9,557.44
154,13.57,28.92,2.35,5780.88,4806.82,559.79
155,12.5,26.7,2.28,5793.38,4833.52,562.07
156,12.11,27.34,2.27,5805.49,4860.86,564.34
157,11.42,25.9,2.05,5816.91,4886.76,566.39
158,10.99,24.75,1.77,5827.9,4911.51,568.16
159,10.51,24.28,1.77,5838.41,4935.79,569.93
160,10.05,23.45,1.61,5848.46,4959.24,571.54
161,9.43,22.82,1.59,5857.89,4982.06,573.13
162,8.69,21.9,1.76,5866.58,5003.96,574.89
163,7.85,21.12,1.59,5874.43,5025.08,576.48
